"","intercept","r_s","Ft_Ft"
"1",8.5127638559794,-0.373886621924395,-2.02062299097851
"2",2.74890307648085,5.17081654125952,-0.01106677378743
"3",0.231558864931804,3.74301654494395,3.47009355903733
"4",-1.6785907755208,8.00532068571616,2.88861000298239
"5",1.85125717290431,4.16598673786859,1.76238589306582
"6",0.00769348597367244,5.62157172724705,2.5660808557623
"7",8.69860731597821,0.598979430605208,-2.96450092015113
"8",3.82836762760878,2.66093420065541,0.935716096395997
"9",0.814109053010931,3.85456493649318,2.75834598482418
"10",4.75723532554817,1.86061017912407,0.50728838555728
"11",2.11103074536542,5.76686025384756,0.649094668369382
"12",3.94205894729797,2.69957216010348,0.825476193403658
"13",1.64981226514552,8.40236615340058,-0.208858272333336
"14",3.03106101458802,4.74937508011171,0.219600880405087
"15",0.376353857294594,4.83508616581916,3.02486378036984
"16",6.72303715820505,0.451540136062726,-0.495283992174632
"17",0.0694285682089314,5.77945074287866,3.02090168685004
"18",-1.6517407332816,5.6383056427373,3.97662713197106
"19",2.46857989286694,6.58898137070192,0.150528954629879
"20",5.29639190720478,1.32106497977048,-0.114153611738087
"21",1.69166508697898,1.95941874933747,2.80851227483874
"22",3.01730053600134,2.59232186567717,1.53931203733074
"23",4.62731683631449,2.01096230661857,0.0160500119561234
"24",1.5559505151686,5.80447728035319,1.10168705135467
"25",2.53350061043896,3.87939219912843,1.41009395037672
"26",2.82600942912573,6.30940448707537,-0.650864250345235
"27",-2.66164639795781,9.24575749770506,2.78853243347312
"28",5.60549983867932,1.65468060252101,-0.526016607147955
"29",-0.232536225297588,8.8748690326933,0.871888101985908
"30",1.98551686907047,2.42597967244749,2.53285609943673
"31",1.76011140153149,2.89840553781061,2.56380640379383
"32",6.43739904502576,1.32865494972432,-1.41425953032665
"33",2.53994657548795,5.20090386313641,0.589182944238172
"34",5.80164727404541,0.939462019637072,-0.175039357068725
"35",3.68598714175285,2.69232350556893,0.941452357944423
"36",1.85931496763203,1.4729312644643,3.22261558741772
"37",2.68492828107773,3.14116849455562,1.80535781704069
"38",4.65617978846852,3.34248602936446,-0.526190232085268
"39",1.19825525186032,4.57400722740996,2.23251294459148
"40",5.72421759831664,2.2889725605287,-0.885658653571589
"41",0.436960732501073,6.41318478203721,1.87708461469471
"42",2.27661276573417,3.83856261892531,1.52119103219217
"43",3.34600082104651,3.33099880824336,0.972489999106897
"44",4.83114176194958,1.76301085241096,0.506723777177529
"45",3.57751923876576,3.51254902131319,0.64758952470752
"46",2.33610092832939,3.05674455623714,1.71723910459776
"47",1.67304482807483,4.71113110771768,1.6800491508621
"48",1.31025595982718,5.19843988847034,1.62192937404419
"49",6.51798306642055,0.454316638259793,-0.905747668232955
"50",5.45281363909694,0.942865121918773,0.233033691673726
"51",0.300219184344068,5.2072062847613,2.56410045423593
"52",2.37187424675031,5.76195664396558,0.494930030321215
"53",2.54151279779975,3.53363927287309,1.78370969804569
"54",3.2732387376669,3.78903100976351,0.753251707254529
"55",0.752406129200057,5.03141248478684,2.08869375209887
"56",2.65924126946285,4.10167825755748,1.38500361540171
"57",-0.201103074832353,4.92109783975726,3.08534677348374
"58",0.0646101733373338,4.68419329058755,3.24409111553189
"59",2.17867549964791,3.24161234117385,2.18704587082256
"60",3.24887180234601,3.49559159842328,0.999589273921886
"61",3.83028608288631,2.98695821703901,0.707780462483614
"62",-3.01970679765201,8.65701903173597,3.71171532835341
"63",-1.88231088067191,6.10350967994446,3.9454985163752
"64",8.03934215203591,0.384926658631906,-1.93417724096298
"65",2.77115344743756,3.94065523791929,1.17723074717111
"66",0.93135494540019,4.2928509820381,2.6465070611788
"67",8.88012500531568,-0.0318649658602213,-2.63706814568503
"68",0.0425846557800246,4.48963149891462,3.07319969241785
"69",0.394449369521239,5.60295922189721,2.47901242804206
"70",3.80733634339643,3.46064754070553,0.415737625338844
"71",6.39949113508821,0.268314025843777,-0.299615431833154
"72",4.50465351847227,3.54482739875297,-0.412560079974907
"73",-1.27814083927728,6.76667280999196,2.98982119937445
"74",1.20826517639184,5.24484699167583,1.80360878729625
"75",1.57974053390136,3.4100997137902,2.38976445542389
"76",7.05094401140704,-1.0550428047912,-0.313378341852713
"77",5.85266878939149,1.49914885161468,-0.662143713832204
"78",3.55954851528511,2.95859550924085,0.863719701895963
"79",3.00798909755504,3.70157123607739,1.32852689008245
"80",3.17528152371756,3.62903164901724,0.929479793827622
"81",-1.10685589132285,4.8190571349034,4.07063640434932
"82",3.20060212322231,3.17533427432946,0.821181797865656
"83",4.15106656185825,6.09908316125509,-1.61451445536909
"84",7.48700029899405,-1.1409021472589,-1.02375658777414
"85",2.7724461714975,3.27382539746128,1.68556703069883
"86",0.158798772242936,5.55977839460198,2.55431181739287
"87",-1.35697278402193,5.70871352098231,3.824312441886
"88",1.56350220203151,1.84214302451152,3.25433876900153
"89",3.88819307300095,4.35995737029944,-0.326232789533762
"90",4.91672802283389,4.43290486545487,-1.17150494159021
"91",0.706191133199325,4.56011152682599,2.51956773192039
"92",3.79812722721388,0.329994804901676,1.78223018870794
"93",2.19469839835273,1.58811677462111,2.55129634988596
"94",4.49690863061681,3.23105594896489,-0.541945557716514
"95",5.95194313970464,0.124547884727009,0.0445883137641201
"96",0.273614585036154,6.45113407826937,1.9038871457968
"97",-2.81360172391512,5.83020116397809,5.02764594642043
"98",0.111812788115219,6.25223383127237,2.38639957016178
"99",-0.105336739809093,4.54926301489418,2.35730505033238
"100",5.23886090805776,2.03430339916804,-0.441341830723337
